train_mssg,train_spam
"['got', 'smaller', 'capacity', 'one', 'quite', 'ex']",ham
"['cool', 'ta', 'luv', 'v', 'tired', '2', 'cause', 'doin', 'load', 'planning', 'wk', 'got', 'social', 'service', 'inspection', 'nursery', 'take', 'care', 'spk', 'sn', 'x']",ham
"['free', 'call', 'sir']",ham
"['hi', 'da', 'today', 'class']",ham
"['ü', 'noe', 'ben', 'going']",ham
"['rct', 'thnq', 'adrian', 'u', 'text', 'rgds', 'vatian']",spam
"['hey', 'late', 'amk', 'need', 'drink', 'tea', 'coffee']",ham
"['shop', 'till', 'u', 'drop', 'either', '10k', '5k', '500', 'cash', '100', 'travel', 'voucher', 'call', '09064011000', 'ntt', 'po', 'box', 'cr01327bt', 'fixedline', 'cost', '150ppm', 'mobile', 'vary']",spam
"['dont', 'want', 'hear', 'anything']",ham
"['promise', 'though', 'even', 'gotten', 'dinner', 'yet']",ham
"['may', 'call', 'later', 'pls']",ham
"['lt', 'gt', 'g', 'saw', 'day', 'ago', 'guy', 'want', 'sell', 'wifi', 'lt', 'gt', '3g', 'lt', 'gt', 'blanked']",ham
"['feel', 'always', 'happy', 'slowly', 'becomes', 'habit', 'amp', 'finally', 'becomes', 'part', 'life', 'follow', 'happy', 'morning', 'amp', 'happy', 'day']",ham
"['office', 'da']",ham
"['guy', 'get', 'used', 'dumb', 'realize']",ham
"['ok', 'lor', 'early', 'still', 'project', 'meeting']",ham
"['ok', 'c', 'u']",ham
"['age', 'abj']",ham
"['deep', 'sigh', 'miss', 'really', 'surprised', 'gone', 'net', 'cafe', 'yet', 'get', 'miss']",ham
"['oh', 'phone', 'phoned', 'disconnected']",ham
"['lol', 'yeah', 'point', 'guess']",ham
"['fetch', 'yun', 'u', 'fetch']",ham
"['k', 'need', 'login', 'anything']",ham
"['wn', 'u', 'r', 'hurt', 'prsn', 'close', '2', 'u', 'fight', 'wit', 'dem', 'coz', 'somtimes', 'dis', 'fight', 'save', 'relation', 'bt', 'quiet', 'leaf', 'nothin', 'relation', 'gud', 'eveb']",ham
"['1', 'polyphonic', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'pt2', '87575', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friend', '150p', 'tone', '16', 'reply', 'hl', '4info']",spam
"['painful', 'word', 'thought', 'happy', 'toughest', 'thing', 'earth', 'toughest', 'acting', 'happy', 'unspoken', 'pain', 'inside']",ham
"['screaming', 'mean', 'shouting']",ham
"['friend', 'got', 'say', 'upping', 'order', 'gram', 'got', 'lt', 'gt', 'get']",ham
"['hi', 'darlin', 'ive', 'got', 'back', 'really', 'nice', 'night', 'thanks', 'much', 'lift', 'see', 'u', 'tomorrow', 'xxx']",ham
"['u', 'talking']",ham
"['da', 'car', 'park']",ham
"['u', 'free', 'sat', 'rite', 'u', 'wan', '2', 'watch', 'infernal', 'affair', 'wif', 'n', 'darren', 'n', 'mayb', 'xy']",ham
"['work', 'right']",ham
"['plan', 'staying', 'night', 'prolly', 'back', 'til', 'late']",ham
"['ok', 'cool', 'see', 'ya']",ham
"['free', 'msg', 'ringtone', 'http', 'tm', 'widelive', 'com', 'index', 'wml', 'id', '1b6a5ecef91ff9', '37819', 'first', 'true18', '0430', 'jul', '05']",spam
"['aathi', 'dear']",ham
"['geeee', 'miss', 'already', 'know', 'think', 'fuck', 'wait', 'till', 'next', 'year', 'together', 'loving', 'kiss']",ham
"['juz', 'remembered', 'gotta', 'bathe', 'dog', 'today']",ham
"['mm', 'asked', 'call', 'radio']",ham
"['home', 'please', 'call']",ham
"['say', 'lt', 'gt', 'year', 'old', 'man', 'money', 'last', 'lt', 'gt', 'still', 'waiting', 'check']",ham
"['wnevr', 'wana', 'fal', 'luv', 'vth', 'book', 'bed', 'fals', 'luv', 'vth', 'yen', 'madodu', 'nav', 'pretsorginta', 'nammanna', 'pretsovru', 'important', 'alwa', 'gud', 'eveb']",ham
"['yo', 'im', 'right', 'yo', 'work']",ham
"['3', 'pa', 'selected']",ham
"['ummmmmaah', 'many', 'many', 'happy', 'return', 'day', 'dear', 'sweet', 'heart', 'happy', 'birthday', 'dear']",ham
"['hi', 'b', 'ard', '4', 'christmas', 'enjoy', 'n', 'merry', 'x', 'ma']",ham
"['meet', 'corporation', 'st', 'outside', 'gap', 'see', 'mind', 'working']",ham
"['u', 'call']",ham
"['hello', 'per', 'request', 'lt', 'gt', 'rs', '5', 'transfered']",ham
"['night', 'sweet', 'sleep', 'well', 'see', 'exorcism', 'emily', 'rose', 'may', 'never', 'sleep', 'hugs', 'snogs']",ham
"['gettin', 'rdy', 'ship', 'comp']",ham
"['u', '2']",ham
"['missionary', 'hook', 'doggy', 'hook', 'standing']",ham
"['word', 'checkmate', 'chess', 'come', 'persian', 'phrase', 'shah', 'maat', 'mean', 'king', 'dead', 'goodmorning', 'good', 'day']",ham
"['well', 'right', 'gonna', 'get', 'check', 'today', 'steam', 'sale', 'pee', 'text', 'want', 'come', 'get']",ham
"['credit', 'topped', 'http', 'www', 'bubbletext', 'com', 'renewal', 'pin', 'tgxxrz']",spam
"['thinking', 'u', 'x']",ham
"['nope', 'since', 'ayo', 'travelled', 'forgotten', 'guy']",ham
"['boy', 'best', 'get', 'yo', 'as', 'quick']",ham
"['took', 'tablet', 'reaction', 'morning']",ham
"['working', 'eye', 'philosophy', 'text', 'u', 'later', 'bit', 'free', 'chat']",ham
"['sorry', 'call', 'later']",ham
"['123', 'congratulations', 'week', 'competition', 'draw', 'u', '1450', 'prize', 'claim', 'call', '09050002311', 'b4280703', 'cs', 'stop', 'sms', '08718727868', '18', '150ppm']",spam
"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'seriously', 'coz', 'angry', 'childish', 'n', 'true', 'way', 'showing', 'deep', 'affection', 'care', 'n', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da']",ham
"['gobi', 'art', 'college']",ham
"['guy', 'bitching', 'acted', 'like', 'interested', 'buying', 'something', 'else', 'next', 'week', 'gave', 'u', 'free']",ham
"['finish', 'already', 'yar', 'keep', 'saying', 'mushy', 'embarrassed', 'ok']",ham
"['good', 'morning', 'princess']",ham
"['langport', 'sorry', 'probably', 'bed', '9pm', 'suck', 'ill', 'xmas', 'go2sri', 'lanka']",ham
"['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'nokia', '8007', 'get', 'txting', 'tell', 'ur', 'mate', 'www', 'getzed', 'co', 'uk', 'pobox', '36504', 'w45wq', 'norm150p', 'tone', '16']",spam
"['cancel', 'cheyyamo', 'get', 'money', 'back']",ham
"['right', 'brah', 'see', 'later']",ham
"['hey', 'inconvenient', 'si', 'huh']",ham
"['want', 'go', 'perumbavoor']",ham
"['ok', 'part', 'tomorrow']",ham
"['slave', 'want', 'take', '2', '3', 'picture', 'today', 'bright', 'light', 'cell', 'phone', 'bright', 'light']",ham
"['da', 'run', 'activate', 'full', 'version', 'da']",ham
"['ur', 'going', '2', 'bahamas', 'callfreefone', '08081560665', 'speak', 'live', 'operator', 'claim', 'either', 'bahamas', 'cruise', '2000', 'cash', '18', 'opt', 'txt', 'x', '07786200117']",spam
"['well', 'available', 'washob', 'nobbing', 'last', 'night', 'ask', 'nickey', 'platt', 'instead']",ham
"['hey', 'pay', 'salary', 'de', 'lt', 'gt']",ham
"['still', 'getting', 'good']",ham
"['living', 'simple', 'loving', 'also', 'simple', 'laughing', 'simple', 'winning', 'tooo', 'simple', 'simple', 'difficult']",ham
"['samus', 'shoulder', 'yet']",ham
"['look', 'fuckin', 'time', 'fuck', 'think']",ham
"['ok', 'lar', 'u', 'sleep', 'early', 'nite']",ham
"['happen', 'dear', 'silent', 'tensed']",ham
"['hope', 'scared']",ham
"['yar', 'lor', 'wan', '2', 'go', 'c', 'horse', 'racing', 'today', 'mah', 'eat', 'earlier', 'lor', 'ate', 'chicken', 'rice', 'u']",ham
"['ur', 'balance', '500', 'ur', 'next', 'question', 'sang', 'uptown', 'girl', '80', '2', 'answer', 'txt', 'ur', 'answer', '83600', 'good', 'luck']",spam
"['double', 'mins', '1000', 'txts', 'orange', 'tariff', 'latest', 'motorola', 'sonyericsson', 'nokia', 'bluetooth', 'free', 'call', 'mobileupd8', '08000839402', 'call2optout', 'hf8']",spam
"['solve', 'case', 'man', 'found', 'murdered', 'lt', 'decimal', 'gt', 'lt', 'gt', 'afternoon', '1', 'wife', 'called', 'police', '2', 'police', 'questioned', 'everyone', '3', 'wife', 'sir', 'sleeping', 'murder', 'took', 'place', '4', 'cook', 'cooking', '5', 'gardener', 'picking', 'vegetable', '6', 'house', 'maid', 'went', '2', 'post', 'office', '7', 'children', 'went', '2', 'play', '8', 'neighbour', 'went', '2', 'marriage', 'police', 'arrested', 'murderer', 'immediately', 'reply', 'reason', 'u', 'r', 'brilliant']",ham
"['yo', 'around', 'got', 'car', 'back']",ham
"['ü', 'wait', '4', 'bus', 'stop', 'aft', 'ur', 'lect', 'lar', 'dun', 'c', 'ü', 'go', 'get', 'car', 'come', 'back', 'n', 'pick', 'ü']",ham
"['im', 'sorry', 'bout', 'last', 'nite', 'ur', 'fault', 'spouse', 'pmt', 'sumthin', 'u', '4give', 'think', 'u', 'shldxxxx']",ham
"['excellent', 'wish', 'together', 'right']",ham
"['abeg', 'make', 'profit', 'start', 'using', 'get', 'sponsor', 'next', 'event']",ham
"['yeah', 'probably', 'still', 'gotta', 'check', 'leo']",ham
['come'],ham
"['honeybee', 'said', 'sweetest', 'world', 'god', 'laughed', 'amp', 'said', 'wait', 'u', 'havnt', 'met', 'person', 'reading', 'msg', 'moral', 'even', 'god', 'crack', 'jokes', 'gm', 'gn', 'ge', 'gn']",ham
"['hi', 'dis', 'yijue', 'would', 'happy', 'work', 'wif', 'ü', 'gek1510']",ham
"['wnt', 'buy', 'bmw', 'car', 'urgently', 'vry', 'urgent', 'hv', 'shortage', 'lt', 'gt', 'lacs', 'source', 'arng', 'dis', 'amt', 'lt', 'gt', 'lac', 'thats', 'prob']",ham
"['dad', 'get', 'back']",ham
"['sorry', 'call', 'later']",ham
"['cha', 'quiteamuzing', 'scool', 'babe', 'probpop', 'cu', 'satthen', 'hunny', '4brekkie', 'love', 'jen', 'xxx', 'psxtra', 'lrg', 'portions', '4', 'please']",ham
"['lt', 'gt', 'guess', 'easy', 'enough']",ham
"['practising', 'curtsey']",ham
"['sorry', 'call', 'later']",ham
"['k', 'k', 'sm', 'chat']",ham
"['ok', 'theory', 'test', 'ü', 'going', 'book', 'think', '21', 'may', 'coz', 'thought', 'wanna', 'go', 'jiayin', 'isnt', 'free']",ham
"['oh', 'haha', 'den', 'shld', 'went', 'today', 'gee', 'nvm', 'la', 'kaiez', 'dun', 'mind', 'goin', 'jazz', 'oso', 'scared', 'hiphop', 'open', 'cant', 'catch']",ham
"['thanx', '4', 'e', 'brownie', 'v', 'nice']",ham
"['yo', 'trip', 'got', 'postponed', 'still', 'stocked']",ham
"['aight', 'fuck', 'get', 'later']",ham
"['late', 'need', 'go', 'n', 'get', 'da', 'laptop']",ham
"['ringtoneking', '84484']",spam
"['hi', 'baby', 'ive', 'got', 'back', 'work', 'wanting', 'see', 'u', 'allday', 'hope', 'didnt', 'piss', 'u', 'phone', 'today', 'u', 'give', 'call', 'xxx']",ham
"['table', 'occupied', 'waiting', 'tree']",ham
"['u', 'knw', 'dis', 'lt', 'gt']",ham
"['found', 'enc', 'lt', 'gt']",ham
"['howz', 'pain', 'come', 'today', 'said', 'ystrday', 'ice', 'medicine']",ham
"['told', 'returned', 'order']",ham
"['hen', 'night', 'going', 'swing']",ham
"['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'nokia', '8007', 'get', 'txting', 'tell', 'ur', 'mate', 'www', 'getzed', 'co', 'uk', 'pobox', '36504', 'w45wq', 'norm150p', 'tone', '16']",spam
"['apps', 'class', 'varaya', 'elaya']",ham
"['see', 'shadow', 'get', 'early', 'spring', 'yay']",ham
"['nothing', 'meant', 'money', 'enters', 'account', 'bank', 'remove', 'flat', 'rate', 'someone', 'transfered', 'lt', 'gt', 'account', 'lt', 'gt', 'dollar', 'got', 'removed', 'bank', 'differ', 'charge', 'also', 'differ', 'sure', 'trust', '9ja', 'person', 'sending', 'account', 'detail', 'co']",ham
"['dear', 'u', 'invited', 'xchat', 'final', 'attempt', 'contact', 'u', 'txt', 'chat', '86688']",spam
"['ok', 'k', 'sry', 'knw', '2', 'siva', 'tat', 'askd']",ham
"['know', 'watching', 'film', 'computer']",ham
"['first', 'time', 'everything']",ham
"['sea', 'lay', 'rock', 'rock', 'envelope', 'envelope', 'paper', 'paper', '3', 'word']",ham
"['place', 'man']",ham
"['train', 'back', 'northampton', 'afraid']",ham
"['k', 'k', 'college']",ham
"['hmm', 'bad', 'news', 'hype', 'park', 'plaza', '700', 'studio', 'taken', 'left', '2', 'bedrm', '900']",ham
"['yes', 'da', 'plm', 'ur', 'office']",ham
['ok'],ham
"['cool', 'text', 'way']",ham
"['hello', 'thanx', 'taking', 'call', 'got', 'job', 'starts', 'monday']",ham
"['carlos', 'say', 'pick', 'later', 'yeah', 'set']",ham
"['1apple', 'day', 'doctor', '1tulsi', 'leaf', 'day', 'cancer', '1lemon', 'day', 'fat', '1cup', 'milk', 'day', 'bone', 'problms', '3', 'litres', 'watr', 'day', 'diseases', 'snd', 'th', '2', 'u', 'care']",ham
"['like', 'tell', 'deepest', 'darkest', 'fantasy', 'call', '09094646631', '60p', 'min', 'stop', 'text', 'call', '08712460324', 'nat', 'rate']",spam
"['moment', 'day', 'value', 'morning', 'brings', 'hope', 'afternoon', 'brings', 'faith', 'evening', 'brings', 'luv', 'night', 'brings', 'rest', 'wish', 'u', 'find', 'today', 'good', 'morning']",ham
"['actually', 'send', 'reminder', 'today', 'wonderful', 'weekend']",ham
"['ok', 'lor', 'go', 'tog', 'lor']",ham
"['important', 'customer', 'service', 'announcement', 'premier']",spam
"['good', 'night', 'dear', 'sleepwell', 'amp', 'take', 'care']",ham
"['sry', 'talk', 'phone', 'parent']",ham
"['please', 'call', '08712402578', 'immediately', 'urgent', 'message', 'waiting']",spam
"['much', 'buzy']",ham
"['forced', 'eat', 'slice', 'really', 'hungry', 'tho', 'suck', 'mark', 'getting', 'worried', 'know', 'sick', 'turn', 'pizza', 'lol']",ham
"['wont', 'get', 'concentration', 'dear', 'know', 'mind', 'everything']",ham
"['hi', 'kate', 'lovely', 'see', 'tonight', 'ill', 'phone', 'tomorrow', 'got', 'sing', 'guy', 'gave', 'card', 'xxx']",ham
"['ü', 'wan', 'go', 'c', 'doctor']",ham
"['well', 'know', 'mean', 'texting']",ham
"['come', 'round']",ham
"['u', 'reach', 'orchard', 'already', 'u', 'wan', '2', 'go', 'buy', 'ticket', 'first']",ham
"['fine', 'imma', 'get', 'drink', 'somethin', 'want', 'come', 'find']",ham
"['love', 'give', 'massage', 'use', 'lot', 'baby', 'oil', 'fave', 'position']",ham
"['friend', 'studying', 'warwick', 'planned', 'go', 'shopping', 'concert', 'tmw', 'may', 'canceled', 'havn', 'seen', 'age', 'yeah', 'get', 'together', 'sometime']",ham
[],ham
"['computer', 'fried', 'essential', 'part', 'keep', 'spare', 'fucking', 'idiot', 'roommate', 'looovvve', 'leaving', 'thing', 'running', 'full', 'lt', 'gt', '7']",ham
"['urgent', 'please', 'call', '09061213237', 'landline', '5000', 'cash', 'luxury', '4', 'canary', 'islands', 'holiday', 'await', 'collection', 'cs', 'sae', 'po', 'box', '177', 'm227xy', '150ppm', '16']",spam
"['anyway', 'seriously', 'hit', 'back', 'otherwise', 'light', 'armand', 'always', 'shit', 'vomiting']",ham
"['win', 'year', 'supply', 'cds', '4', 'store', 'ur', 'choice', 'worth', '500', 'enter', '100', 'weekly', 'draw', 'txt', 'music', '87066', 'ts', 'cs', 'www', 'ldew', 'com', 'subs16', '1win150ppmx3']",spam
"['emigrated', 'something', 'ok', 'maybe', '5', '30', 'bit', 'hopeful']",ham
"['u', 'find', 'sitter', 'kaitlyn', 'sick', 'slept', 'day', 'yesterday']",ham
"['thanks', 'bomb', 'date', 'phone', 'wanted', 'say']",ham
"['geeeee', 'love', 'much', 'barely', 'stand']",ham
"['guy', 'kadeem', 'selling', 'since', 'break', 'know', 'one', 'guy', 'paranoid', 'fuck', 'like', 'selling', 'without', 'til', 'late', 'tonight']",ham
"['congratulations', 'ore', 'mo', 'owo', 'wa', 'enjoy', 'wish', 'many', 'happy', 'moment', 'fro', 'wherever', 'go']",ham
"['u', 'wake', 'already', 'wat', 'u', 'u', 'picking', 'u', 'later', 'rite', 'taking', 'sq825', 'reaching', 'ard', '7', 'smth', '8', 'like', 'dat', 'u', 'check', 'e', 'arrival', 'time', 'c', 'ya', 'soon']",ham
"['send', 'logo', '2', 'ur', 'lover', '2', 'name', 'joined', 'heart', 'txt', 'love', 'name1', 'name2', 'mobno', 'eg', 'love', 'adam', 'eve', '07123456789', '87077', 'yahoo', 'pobox36504w45wq', 'txtno', '4', 'ad', '150p']",spam
"['loosu', 'go', 'hospital', 'de', 'dont', 'let', 'careless']",ham
"['dating', 'two', 'started', 'sent', 'text', 'talk', 'sport', 'radio', 'last', 'week', 'connection', 'think', 'coincidence']",spam
"['see', 'letter', 'b', 'car']",ham
"['life', 'means', 'lot', 'love', 'life', 'love', 'people', 'life', 'world', 'call', 'friend', 'call', 'world', 'ge']",ham
"['welcome', 'please', 'reply', 'age', 'gender', 'begin', 'e', 'g', '24m']",spam
"['ok', 'ok', 'take', 'care', 'understand']",ham
"['call', 'time', 'job', 'today', 'ok', 'umma', 'ask', 'speed']",ham
"['thing', 'r', 'good', 'thanx', 'got', 'exams', 'march', 'ive', 'done', 'revision', 'fran', 'still', 'boyf', 'ive', 'gotta', 'interviw', '4', 'exeter', 'bit', 'worried', 'x']",ham
"['cant', 'think', 'anyone', 'spare', 'room', 'top', 'head']",ham
"['sex', 'ur', 'mobile', 'free', 'sexy', 'pic', 'jordan', 'text', 'babe', '88600', 'every', 'wk', 'get', 'sexy', 'celeb', 'pocketbabe', 'co', 'uk', '4', 'pic', '16', '3', 'wk', '087016248']",spam
"['sac', 'score', 'big', 'hundred', 'set', 'batsman']",ham
"['cant', 'see', 'join', 'denis', 'mina', 'denis', 'want', 'alone', 'time']",ham
"['hey', 'guy', 'know', 'breathing', 'neck', 'get', 'bud', 'anyway', 'able', 'get', 'half', 'track', 'usf', 'tonight']",ham
"['lt', 'gt', 'w', 'jetton', 'ave', 'forgot']",ham
"['1', 'new', 'message', 'call', '0207', '083', '6089']",spam
"['hungry', 'buy', 'smth', 'home']",ham
"['shant', 'disturb', 'u', 'anymore', 'jia']",ham
"['heard', 'abt', 'tat']",ham
"['nt', 'goin', 'got', 'somethin', 'unless', 'meetin', '4', 'dinner', 'lor', 'haha', 'wonder', 'go', 'ti', 'time']",ham
"['yup', 'song', 'bro', 'creative', 'neva', 'test', 'quality', 'said', 'check', 'review', 'online']",ham
"['want', 'grasp', 'pretty', 'booty']",ham
"['1', '000', 'cash', '2', '000', 'prize', 'claim', 'call09050000327', 'c', 'rstm', 'sw7', '3ss', '150ppm']",spam
"['reckon', 'need', 'town', 'eightish', 'walk', 'carpark']",ham
"['apparently', 'bffs', 'carly', 'quick']",ham
"['huh', 'mean', 'computational', 'science', 'like', 'dat', 'one', 'push', 'n']",ham
"['hey', 'reply', 'pa']",ham
"['way', 'put', 'skip', 'right', 'outside', 'front', 'house', 'see', 'house', 'pull']",ham
"['congrats', '1', 'year', 'special', 'cinema', 'pas', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420', 'ip4', '5we', '150pm', 'dont', 'miss']",spam
"['eatin', 'lor', 'goin', 'back', 'work', 'soon', 'e', 'mountain', 'deer', 'show', 'huh', 'watch', 'b4', 'liao', 'nice']",ham
"['u', 'r', 'subscribed', '2', 'textcomp', '250', 'wkly', 'comp', '1st', 'wk', 'free', 'question', 'follows', 'subsequent', 'wks', 'charged', '150p', 'msg', '2', 'unsubscribe', 'txt', 'stop', '2', '84128', 'custcare', '08712405020']",spam
"['married', 'local', 'woman', 'looking', 'discreet', 'action', '5', 'real', 'match', 'instantly', 'phone', 'text', 'match', '69969', 'msg', 'cost', '150p', '2', 'stop', 'txt', 'stop', 'bcmsfwc1n3xx']",spam
"['prakesh', 'know']",ham
"['increase', 'chance', 'winning']",ham
"['hospital', 'da', 'return', 'home', 'evening']",ham
"['would', 'smoking', 'help', 'u', 'work', 'difficult', 'time']",ham
"['poking', 'man', 'everyday', 'teach', 'canada', 'abi', 'saying', 'hi']",ham
"['xmas', 'iscoming', 'ur', 'awarded', 'either', '500', 'cd', 'gift', 'voucher', 'free', 'entry', '2', 'r', '100', 'weekly', 'draw', 'txt', 'music', '87066', 'tnc', 'www', 'ldew', 'com1win150ppmx3age16subscription']",spam
"['happy', 'come', 'noon']",ham
"['raviyog', 'peripherals', 'bhayandar', 'east']",ham
"['mmm', 'fuck', 'merry', 'christmas']",ham
"['de', 'asking', 'like']",ham
"['ill', 'call', 'evening', 'ill', 'idea']",ham
"['r', 'home', 'come', 'within', '5', 'min']",ham
"['wat', 'da', 'decision']",ham
"['argh', '3g', 'spotty', 'anyway', 'thing', 'remember', 'research', 'province', 'sterling', 'problem', 'free', 'place', 'looked']",ham
"['love', 'hope', 'anything', 'drastic', 'dare', 'sell', 'pc', 'phone']",ham
"['worry', 'though', 'understand', 'important', 'put', 'place', 'poorly', 'thought', 'punishment', 'face', 'worst', 'thing', 'ever', 'happened', 'brb', 'gonna', 'go', 'kill']",ham
"['twinks', 'bear', 'scallies', 'skin', 'jock', 'calling', 'miss', 'weekend', 'fun', 'call', '08712466669', '10p', 'min', '2', 'stop', 'text', 'call', '08712460324', 'nat', 'rate']",spam
"['wat', 'time', 'u', 'wan', '2', 'meet', 'later']",ham
"['hey', 'anyway']",ham
"['believe', 'true', 'incredible', 'txts', 'reply', 'g', 'learn', 'truly', 'amazing', 'thing', 'blow', 'mind', 'o2fwd', '18p', 'txt']",spam
"['want', 'new', 'video', 'phone750', 'anytime', 'network', 'min', '150', 'text', 'five', 'pound', 'per', 'week', 'call', '08000776320', 'reply', 'delivery', 'tomorrow']",spam
"['u', 'hav', 'frnd', 'name', 'ashwini', 'ur', 'college']",ham
"['ü', 'submitting', 'da', 'project', 'tmr', 'rite']",ham
"['send', 'print', 'out', 'da']",ham
"['pls', 'give', 'food', 'preferably', 'pap', 'slowly', 'load', 'sugar', 'take', 'hour', 'give', 'water', 'slowly']",ham
"['fine', 'simply', 'sitting']",ham
"['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mobile', 'every', 'week', 'txt', 'nokia', '8077', 'get', 'txting', 'tell', 'ur', 'mate', 'www', 'getzed', 'co', 'uk', 'pobox', '36504', 'w45wq', '16', 'norm150p', 'tone']",spam
"['glad', 'went', 'well', 'come', '11', 'plenty', 'time', 'claire', 'go', 'work']",ham
"['ran', 'younger', 'man', 'make', 'pretty', 'baby', 'together']",ham
"['hide', 'anythiing', 'keeping', 'distance']",ham
"['sian', 'aft', 'meeting', 'supervisor', 'got', 'work', '2', 'liao', 'u', 'working']",ham
"['came', 'hostel']",ham
"['tell', 'thinking', 'plus', 'going', 'stop', 'run']",ham
"['usual', 'iam', 'fine', 'happy', 'amp', 'well']",ham
"['jason', 'say', 'cool', 'pick', 'place', 'like', 'hour']",ham
"['really', 'good', 'dhanush', 'rock']",ham
"['buzz', 'hey', 'love', 'think', 'hope', 'day', 'go', 'well', 'sleep', 'miss', 'babe', 'long', 'moment', 'together', 'loving', 'smile']",ham
"['run', 'away', 'frm', 'u', 'walk', 'slowly', 'amp', 'kill', 'u', 'care', 'enough', 'stop']",ham
"['lol', 'knew', 'saw', 'dollar', 'store']",ham
"['notice', 'like', 'looking', 'shit', 'mirror', 'youre', 'turning', 'right', 'freak']",ham
"['yeah', 'right', 'bring', 'tape', 'measure', 'fri']",ham
"['know', 'serving', 'mean']",ham
"['reached', 'sch', 'already']",ham
['come'],ham
"['cmon', 'babe', 'make', 'horny', 'turn', 'txt', 'fantasy', 'babe', 'im', 'hot', 'sticky', 'need', 'reply', 'cost', '1', '50', '2', 'cancel', 'send', 'stop']",spam
"['hate', 'turn', 'fun', 'shopping', 'trip', 'annoying', 'day', 'everything', 'would', 'look', 'house']",ham
"['please', 'call', 'customer', 'service', 'representative', '0800', '169', '6031', '10am', '9pm', 'guaranteed', '1000', 'cash', '5000', 'prize']",spam
"['congratulations', 'ur', 'awarded', 'either', '500', 'cd', 'gift', 'voucher', 'free', 'entry', '2', '100', 'weekly', 'draw', 'txt', 'music', '87066', 'tncs', 'www', 'ldew', 'com', '1', 'win150ppmx3age16']",spam
"['probably', 'come', 'everybody', 'done', 'around', 'lt', 'gt', 'right']",ham
"['buy', 'space', 'invaders', '4', 'chance', '2', 'win', 'orig', 'arcade', 'game', 'console', 'press', '0', 'games', 'arcade', 'std', 'wap', 'charge', 'see', 'o2', 'co', 'uk', 'game', '4', 'terms', 'setting', 'purchase']",spam
"['piggy', 'r', 'u', 'awake', 'bet', 'u', 'still', 'sleeping', 'going', '4', 'lunch']",ham
"['movie', 'call', '4', 'wat']",ham
[],ham
"['shoot', 'big', 'load', 'get', 'ready']",ham
"['oh', 'k', 'come', 'tomorrow']",ham
"['hey', 'pple', '700', '900', '5', 'night', 'excellent', 'location', 'wif', 'breakfast', 'hamper']",ham
"['dint', 'tell', 'anything', 'angry', 'told', 'abi']",ham
"['good', 'r', 'u', 'working']",ham
"['anytime', 'lor']",ham
"['freemsg', 'replied', 'text', 'randy', 'sexy', 'female', 'live', 'local', 'luv', 'hear', 'u', 'netcollex', 'ltd', '08700621170150p', 'per', 'msg', 'reply', 'stop', 'end']",spam
"['well', 'officially', 'philosophical', 'hole', 'u', 'wanna', 'call', 'home', 'ready', 'saved']",ham
"['getting', 'back', 'time', 'soon']",ham
"['wait', 'still', 'clear', 'sure', 'sarcastic', 'x', 'want', 'live', 'u']",ham
"['mag', 'meeting', 'avo', 'point']",ham
"['friendship', 'poem', 'dear', 'dear', 'u', 'r', 'near', 'hear', 'dont', 'get', 'fear', 'live', 'cheer', 'tear', 'u', 'r', 'always', 'dear', 'gud', 'ni8']",ham
"['take', 'post', 'come', 'must', '1000', 'text', 'happy', 'reading', 'one', 'wiv', 'hello', 'caroline', 'end', 'favourite', 'bless']",ham
"['hi', 'princess', 'thank', 'pic', 'pretty']",ham
"['wife', 'knew', 'time', 'murder', 'exactly']",ham
"['yeah', 'go', 'bed', 'back', 'midnight']",ham
"['remain', 'unconvinced', 'elaborate', 'test', 'willpower']",ham
"['asked', 'call', 'ok']",ham
"['run', 'away', 'frm', 'u', 'walk', 'slowly', 'amp', 'kill', 'u', 'care', 'enough', 'stop']",ham
"['still', 'checked', 'da']",ham
"['probs', 'hon', 'u', 'doinat', 'mo']",ham
"['sure', 'night', 'menu', 'know', 'noon', 'menu']",ham
"['erm', 'ill', 'pick', '6', '45pm', 'give', 'enough', 'time', 'get', 'park']",ham
"['borderline', 'yeah', 'whatever']",ham
"['u', 'wearing']",ham
"['r', 'ü', 'going', 'send']",ham
"['hey', 'morning', 'come', 'ask', 'pa']",ham
"['dun', 'cut', 'short', 'leh', 'u', 'dun', 'like', 'ah', 'failed', 'quite', 'sad']",ham
"['hi', 'harish', 'rent', 'transfred', 'ur', 'acnt']",ham
"['sir', 'goodmorning', 'free', 'call']",ham
"['talk', 'g', 'x']",ham
"['total', 'disappointment', 'texted', 'craziest', 'shit', 'got']",ham
"['hm', 'good', 'morning', 'headache', 'anyone']",ham
"['k', 'evening', 'da', 'urgent']",ham
